,Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,year,City_Name,Crime_Description,Population,Crime Rate
149,151,08-01-2020 08:00,01-07-2020 06:00,07-01-2020 13:59,3,241,6,35,F,0,Other Crime,3,Yes,27-03-2020 08:00,2020,Bhopal,DRUG OFFENSE,2624865,26.3
150,152,07-01-2020 08:00,01-07-2020 07:00,07-01-2020 16:17,2,311,12,67,M,6,Other Crime,16,No,,2020,Bangalore,ILLEGAL POSSESSION,14008262,25.6
151,153,08-01-2020 01:00,01-07-2020 08:00,07-01-2020 17:21,5,248,11,23,F,3,Violent Crime,16,No,,2020,Delhi,IDENTITY THEFT,33807403,16.0
152,154,09-01-2020 16:00,01-07-2020 09:00,07-01-2020 19:49,4,523,13,39,F,4,Other Crime,11,No,,2020,Chennai,KIDNAPPING,12053697,20.7
153,155,10-01-2020 06:00,01-07-2020 10:00,07-01-2020 19:37,2,238,5,48,F,0,Violent Crime,5,No,,2020,Bangalore,DOMESTIC VIOLENCE,14008262,25.6
154,156,10-01-2020 05:00,01-07-2020 11:00,07-01-2020 12:05,21,109,5,71,F,0,Violent Crime,14,Yes,02-04-2020 05:00,2020,Pune,DOMESTIC VIOLENCE,7345848,30.1
155,157,07-01-2020 13:00,01-07-2020 12:00,07-01-2020 13:48,8,448,3,32,F,4,Other Crime,8,No,,2020,Hyderabad,COUNTERFEITING,11068877,26.0
156,158,08-01-2020 16:00,01-07-2020 13:00,08-01-2020 03:32,1,588,10,18,F,2,Other Crime,13,No,,2020,Ahmedabad,HOMICIDE,8854444,20.5
157,159,09-01-2020 18:00,01-07-2020 14:00,08-01-2020 06:49,5,236,20,38,F,5,Violent Crime,15,Yes,08-02-2020 18:00,2020,Delhi,VEHICLE - STOLEN,33807403,16.0
158,160,07-01-2020 19:00,01-07-2020 15:00,08-01-2020 14:26,13,509,1,27,F,0,Violent Crime,17,Yes,22-03-2020 19:00,2020,Kolkata,ASSAULT,155707786,1.6
159,161,09-01-2020 03:00,01-07-2020 16:00,08-01-2020 09:21,16,321,3,30,F,3,Other Crime,13,Yes,19-02-2020 03:00,2020,Meerut,COUNTERFEITING,1835403,21.5
160,162,07-01-2020 21:00,01-07-2020 17:00,07-01-2020 17:22,24,420,4,17,F,6,Other Crime,12,No,,2020,Surat,CYBERCRIME,8330528,13.3
161,163,09-01-2020 16:00,01-07-2020 18:00,08-01-2020 09:50,21,589,17,39,F,3,Other Crime,15,No,,2020,Pune,SHOPLIFTING,7345848,30.1
162,164,08-01-2020 20:00,01-07-2020 19:00,08-01-2020 02:04,21,492,0,66,F,2,Fire Accident,5,No,,2020,Pune,ARSON,7345848,30.1
163,165,10-01-2020 00:00,01-07-2020 20:00,08-01-2020 06:07,7,312,16,11,F,2,Violent Crime,9,Yes,23-12-2020 00:00,2020,Ghaziabad,SEXUAL ASSAULT,1055190,66.7
164,166,10-01-2020 14:00,01-07-2020 21:00,08-01-2020 00:42,1,234,19,54,M,2,Other Crime,19,Yes,10-03-2020 14:00,2020,Ahmedabad,VANDALISM,8854444,20.5
165,167,08-01-2020 16:00,01-07-2020 22:00,08-01-2020 05:25,5,470,19,79,M,1,Other Crime,13,Yes,27-01-2020 16:00,2020,Delhi,VANDALISM,33807403,16.0
166,168,08-01-2020 22:00,01-07-2020 23:00,08-01-2020 02:01,5,518,9,12,F,2,Other Crime,3,Yes,04-03-2020 22:00,2020,Delhi,FRAUD,33807403,16.0
167,169,08-01-2020 16:00,01-08-2020 00:00,08-01-2020 00:14,14,295,6,19,F,0,Other Crime,16,No,,2020,Lucknow,DRUG OFFENSE,4038214,36.1
168,170,10-01-2020 07:00,01-08-2020 01:00,08-01-2020 05:22,11,342,18,21,F,3,Traffic Fatality,8,Yes,17-01-2020 07:00,2020,Kalyan,TRAFFIC VIOLATION,1770000,20.1
169,171,09-01-2020 11:00,01-08-2020 02:00,08-01-2020 18:43,0,352,3,24,M,6,Other Crime,14,Yes,11-03-2020 11:00,2020,Agra,COUNTERFEITING,2422342,31.5
170,172,08-01-2020 15:00,01-08-2020 03:00,09-01-2020 01:57,10,305,18,58,M,5,Traffic Fatality,4,No,,2020,Jaipur,TRAFFIC VIOLATION,4308510,34.3
171,173,11-01-2020 03:00,01-08-2020 04:00,08-01-2020 13:20,8,245,16,51,F,0,Violent Crime,17,Yes,29-10-2021 03:00,2020,Hyderabad,SEXUAL ASSAULT,11068877,26.0
172,174,09-01-2020 20:00,01-08-2020 05:00,09-01-2020 01:34,9,438,6,40,F,6,Other Crime,7,No,,2020,Indore,DRUG OFFENSE,3393380,20.6
173,175,09-01-2020 00:00,01-08-2020 06:00,08-01-2020 10:27,24,144,15,64,M,0,Violent Crime,13,Yes,15-06-2020 00:00,2020,Surat,ROBBERY,8330528,13.3
174,176,09-01-2020 23:00,01-08-2020 07:00,08-01-2020 22:06,14,292,2,66,F,6,Other Crime,14,Yes,28-06-2020 23:00,2020,Lucknow,BURGLARY,4038214,36.1
175,177,08-01-2020 14:00,01-08-2020 08:00,09-01-2020 02:25,4,134,8,28,F,2,Fire Accident,8,Yes,21-03-2020 14:00,2020,Chennai,FIREARM OFFENSE,12053697,20.7
176,178,09-01-2020 15:00,01-08-2020 09:00,08-01-2020 16:59,17,331,12,54,F,6,Other Crime,11,No,,2020,Mumbai,ILLEGAL POSSESSION,21673149,20.4
177,179,10-01-2020 12:00,01-08-2020 10:00,09-01-2020 07:31,0,191,9,42,F,3,Other Crime,8,No,,2020,Agra,FRAUD,2422342,31.5
178,180,10-01-2020 01:00,01-08-2020 11:00,09-01-2020 02:31,21,584,5,72,M,0,Violent Crime,14,Yes,23-01-2020 01:00,2020,Pune,DOMESTIC VIOLENCE,7345848,30.1
179,181,10-01-2020 18:00,01-08-2020 12:00,09-01-2020 07:34,2,341,18,23,F,5,Traffic Fatality,1,No,,2020,Bangalore,TRAFFIC VIOLATION,14008262,25.6
180,182,10-01-2020 13:00,01-08-2020 13:00,09-01-2020 12:16,17,541,4,53,F,5,Other Crime,9,No,,2020,Mumbai,CYBERCRIME,21673149,20.4
181,183,10-01-2020 09:00,01-08-2020 14:00,08-01-2020 17:18,1,133,16,28,F,2,Violent Crime,12,Yes,09-05-2021 09:00,2020,Ahmedabad,SEXUAL ASSAULT,8854444,20.5
182,184,10-01-2020 04:00,01-08-2020 15:00,08-01-2020 23:28,8,422,16,27,F,6,Violent Crime,4,No,,2020,Hyderabad,SEXUAL ASSAULT,11068877,26.0
183,185,08-01-2020 19:00,01-08-2020 16:00,08-01-2020 17:27,17,151,9,67,F,4,Other Crime,19,Yes,03-03-2020 19:00,2020,Mumbai,FRAUD,21673149,20.4
184,186,11-01-2020 15:00,01-08-2020 17:00,09-01-2020 08:32,2,287,9,70,F,4,Other Crime,8,Yes,12-03-2020 15:00,2020,Bangalore,FRAUD,14008262,25.6
185,187,09-01-2020 09:00,01-08-2020 18:00,09-01-2020 10:28,5,541,19,75,F,0,Other Crime,4,Yes,13-02-2020 09:00,2020,Delhi,VANDALISM,33807403,16.0
186,188,09-01-2020 18:00,01-08-2020 19:00,09-01-2020 18:53,18,236,11,66,F,6,Violent Crime,14,Yes,15-03-2020 18:00,2020,Nagpur,IDENTITY THEFT,3106340,33.9
187,189,09-01-2020 04:00,01-08-2020 20:00,09-01-2020 03:24,8,415,7,24,F,3,Other Crime,2,Yes,23-03-2020 04:00,2020,Hyderabad,EXTORTION,11068877,26.0
188,190,11-01-2020 05:00,01-08-2020 21:00,08-01-2020 21:24,4,151,4,44,M,1,Other Crime,15,Yes,12-02-2020 05:00,2020,Chennai,CYBERCRIME,12053697,20.7
189,191,09-01-2020 15:00,01-08-2020 22:00,09-01-2020 15:53,4,268,13,63,F,3,Other Crime,9,No,,2020,Chennai,KIDNAPPING,12053697,20.7
190,192,09-01-2020 02:00,01-08-2020 23:00,09-01-2020 20:39,5,381,11,18,M,0,Violent Crime,11,Yes,20-01-2020 02:00,2020,Delhi,IDENTITY THEFT,33807403,16.0
191,193,10-01-2020 20:00,01-09-2020 00:00,09-01-2020 05:28,7,249,14,19,F,6,Other Crime,3,No,,2020,Ghaziabad,PUBLIC INTOXICATION,1055190,66.7
192,194,09-01-2020 09:00,01-09-2020 01:00,09-01-2020 04:00,10,389,5,49,M,6,Violent Crime,12,Yes,06-03-2020 09:00,2020,Jaipur,DOMESTIC VIOLENCE,4308510,34.3
193,195,11-01-2020 16:00,01-09-2020 02:00,09-01-2020 08:16,5,235,12,33,F,5,Other Crime,12,No,,2020,Delhi,ILLEGAL POSSESSION,33807403,16.0
194,196,10-01-2020 04:00,01-09-2020 03:00,10-01-2020 00:18,14,562,5,56,M,4,Violent Crime,4,Yes,14-02-2020 04:00,2020,Lucknow,DOMESTIC VIOLENCE,4038214,36.1
195,197,10-01-2020 10:00,01-09-2020 04:00,09-01-2020 15:55,1,287,14,32,M,1,Other Crime,1,Yes,24-01-2020 10:00,2020,Ahmedabad,PUBLIC INTOXICATION,8854444,20.5
196,198,11-01-2020 17:00,01-09-2020 05:00,09-01-2020 10:20,8,316,7,25,F,1,Other Crime,10,Yes,22-01-2020 17:00,2020,Hyderabad,EXTORTION,11068877,26.0
197,199,10-01-2020 09:00,01-09-2020 06:00,09-01-2020 21:01,5,367,0,62,F,2,Fire Accident,3,No,,2020,Delhi,ARSON,33807403,16.0
198,200,11-01-2020 13:00,01-09-2020 07:00,10-01-2020 02:06,19,471,10,56,F,0,Other Crime,4,No,,2020,Nashik,HOMICIDE,2294299,16.0
199,201,11-01-2020 23:00,01-09-2020 08:00,10-01-2020 04:27,23,365,3,27,F,0,Other Crime,8,Yes,05-02-2020 23:00,2020,Srinagar,COUNTERFEITING,1737502,21.4
200,202,12-01-2020 08:00,01-09-2020 09:00,09-01-2020 18:52,18,484,9,63,M,1,Other Crime,13,No,,2020,Nagpur,FRAUD,3106340,33.9
201,203,10-01-2020 04:00,01-09-2020 10:00,09-01-2020 12:58,17,257,6,34,F,0,Other Crime,2,Yes,15-03-2020 04:00,2020,Mumbai,DRUG OFFENSE,21673149,20.4
202,204,11-01-2020 16:00,01-09-2020 11:00,09-01-2020 13:00,14,427,13,16,F,2,Other Crime,5,Yes,14-03-2020 16:00,2020,Lucknow,KIDNAPPING,4038214,36.1
203,205,11-01-2020 04:00,01-09-2020 12:00,10-01-2020 02:34,8,340,17,59,F,4,Other Crime,13,Yes,03-03-2020 04:00,2020,Hyderabad,SHOPLIFTING,11068877,26.0
204,206,09-01-2020 22:00,01-09-2020 13:00,09-01-2020 23:51,25,246,20,44,F,6,Violent Crime,7,Yes,29-02-2020 22:00,2020,Thane,VEHICLE - STOLEN,1261517,56.0
205,207,11-01-2020 08:00,01-09-2020 14:00,10-01-2020 12:37,2,376,3,21,F,0,Other Crime,3,Yes,10-02-2020 08:00,2020,Bangalore,COUNTERFEITING,14008262,25.6
206,208,09-01-2020 19:00,01-09-2020 15:00,09-01-2020 20:15,20,542,1,59,M,6,Violent Crime,2,No,,2020,Patna,ASSAULT,2633243,26.4
207,209,10-01-2020 11:00,01-09-2020 16:00,09-01-2020 17:29,8,257,7,41,F,1,Other Crime,17,No,,2020,Hyderabad,EXTORTION,11068877,26.0
208,210,12-01-2020 03:00,01-09-2020 17:00,10-01-2020 06:07,13,573,14,43,F,3,Other Crime,18,Yes,14-01-2020 03:00,2020,Kolkata,PUBLIC INTOXICATION,155707786,1.6
209,211,11-01-2020 10:00,01-09-2020 18:00,09-01-2020 20:05,3,148,3,15,M,1,Other Crime,6,No,,2020,Bhopal,COUNTERFEITING,2624865,26.3
210,212,10-01-2020 00:00,01-09-2020 19:00,10-01-2020 14:15,5,439,8,34,M,0,Fire Accident,17,No,,2020,Delhi,FIREARM OFFENSE,33807403,16.0
211,213,11-01-2020 23:00,01-09-2020 20:00,10-01-2020 07:00,13,598,11,19,F,2,Violent Crime,6,Yes,21-01-2020 23:00,2020,Kolkata,IDENTITY THEFT,155707786,1.6
212,214,11-01-2020 05:00,01-09-2020 21:00,10-01-2020 02:45,2,239,20,73,M,1,Violent Crime,13,Yes,13-03-2020 05:00,2020,Bangalore,VEHICLE - STOLEN,14008262,25.6
213,215,11-01-2020 16:00,01-09-2020 22:00,10-01-2020 00:56,5,267,16,44,M,1,Violent Crime,1,Yes,01-09-2021 16:00,2020,Delhi,SEXUAL ASSAULT,33807403,16.0
214,216,10-01-2020 16:00,01-09-2020 23:00,10-01-2020 09:23,1,163,17,14,F,3,Other Crime,18,No,,2020,Ahmedabad,SHOPLIFTING,8854444,20.5
215,217,12-01-2020 18:00,01-10-2020 00:00,10-01-2020 05:32,13,572,3,73,M,6,Other Crime,2,Yes,23-02-2020 18:00,2020,Kolkata,COUNTERFEITING,155707786,1.6
216,218,11-01-2020 15:00,01-10-2020 01:00,10-01-2020 23:36,24,561,9,49,F,4,Other Crime,18,No,,2020,Surat,FRAUD,8330528,13.3
217,219,12-01-2020 20:00,01-10-2020 02:00,10-01-2020 08:44,21,336,18,61,M,4,Traffic Fatality,10,No,,2020,Pune,TRAFFIC VIOLATION,7345848,30.1
218,220,12-01-2020 11:00,01-10-2020 03:00,10-01-2020 17:27,18,563,2,68,F,3,Other Crime,18,No,,2020,Nagpur,BURGLARY,3106340,33.9
219,221,10-01-2020 23:00,01-10-2020 04:00,11-01-2020 03:16,13,218,20,24,F,6,Violent Crime,1,Yes,15-02-2020 23:00,2020,Kolkata,VEHICLE - STOLEN,155707786,1.6
220,222,11-01-2020 08:00,01-10-2020 05:00,10-01-2020 05:29,15,276,13,69,F,5,Other Crime,7,Yes,22-01-2020 08:00,2020,Ludhiana,KIDNAPPING,1988438,38.3
221,223,11-01-2020 21:00,01-10-2020 06:00,10-01-2020 19:37,2,570,9,55,F,5,Other Crime,11,No,,2020,Bangalore,FRAUD,14008262,25.6
222,224,12-01-2020 21:00,01-10-2020 07:00,10-01-2020 23:31,4,307,15,49,F,3,Violent Crime,19,Yes,01-05-2020 21:00,2020,Chennai,ROBBERY,12053697,20.7
223,225,10-01-2020 19:00,01-10-2020 08:00,11-01-2020 00:10,2,153,4,40,F,2,Other Crime,5,Yes,01-04-2020 19:00,2020,Bangalore,CYBERCRIME,14008262,25.6
224,226,10-01-2020 15:00,01-10-2020 09:00,10-01-2020 15:46,24,340,10,51,F,1,Other Crime,8,No,,2020,Surat,HOMICIDE,8330528,13.3
225,227,12-01-2020 16:00,01-10-2020 10:00,10-01-2020 23:35,17,365,19,35,F,5,Other Crime,15,Yes,16-03-2020 16:00,2020,Mumbai,VANDALISM,21673149,20.4
226,228,10-01-2020 16:00,01-10-2020 11:00,11-01-2020 01:56,21,269,3,65,F,0,Other Crime,6,No,,2020,Pune,COUNTERFEITING,7345848,30.1
227,229,13-01-2020 05:00,01-10-2020 12:00,11-01-2020 04:03,10,247,20,61,F,4,Violent Crime,18,Yes,25-02-2020 05:00,2020,Jaipur,VEHICLE - STOLEN,4308510,34.3
228,230,11-01-2020 00:00,01-10-2020 13:00,11-01-2020 08:27,1,190,19,35,M,5,Other Crime,8,No,,2020,Ahmedabad,VANDALISM,8854444,20.5
229,231,12-01-2020 23:00,01-10-2020 14:00,10-01-2020 22:47,21,429,11,45,M,0,Violent Crime,1,No,,2020,Pune,IDENTITY THEFT,7345848,30.1
230,232,12-01-2020 15:00,01-10-2020 15:00,11-01-2020 04:38,20,547,0,32,F,6,Fire Accident,12,Yes,15-02-2020 15:00,2020,Patna,ARSON,2633243,26.4
231,233,12-01-2020 17:00,01-10-2020 16:00,10-01-2020 19:09,17,136,10,11,F,4,Other Crime,9,No,,2020,Mumbai,HOMICIDE,21673149,20.4
232,234,11-01-2020 17:00,01-10-2020 17:00,11-01-2020 03:46,13,254,1,40,M,5,Violent Crime,14,No,,2020,Kolkata,ASSAULT,155707786,1.6
233,235,12-01-2020 21:00,01-10-2020 18:00,10-01-2020 20:30,17,514,18,23,F,2,Traffic Fatality,19,Yes,14-01-2020 21:00,2020,Mumbai,TRAFFIC VIOLATION,21673149,20.4
234,236,13-01-2020 02:00,01-10-2020 19:00,10-01-2020 22:34,15,105,0,14,M,5,Fire Accident,12,Yes,07-04-2020 02:00,2020,Ludhiana,ARSON,1988438,38.3
235,237,12-01-2020 13:00,01-10-2020 20:00,11-01-2020 06:53,28,561,4,23,M,4,Other Crime,7,No,,2020,Visakhapatnam,CYBERCRIME,2385110,30.5
236,238,12-01-2020 02:00,01-10-2020 21:00,11-01-2020 04:23,4,583,4,35,M,3,Other Crime,4,No,,2020,Chennai,CYBERCRIME,12053697,20.7
237,239,12-01-2020 17:00,01-10-2020 22:00,11-01-2020 10:13,5,418,8,65,M,3,Fire Accident,15,No,,2020,Delhi,FIREARM OFFENSE,33807403,16.0
238,240,11-01-2020 11:00,01-10-2020 23:00,11-01-2020 11:41,8,466,8,51,F,3,Fire Accident,13,No,,2020,Hyderabad,FIREARM OFFENSE,11068877,26.0
239,241,12-01-2020 14:00,01-11-2020 00:00,11-01-2020 00:34,17,402,3,35,F,4,Other Crime,17,No,,2020,Mumbai,COUNTERFEITING,21673149,20.4
240,242,11-01-2020 08:00,01-11-2020 01:00,11-01-2020 03:03,2,188,19,59,F,0,Other Crime,1,Yes,12-02-2020 08:00,2020,Bangalore,VANDALISM,14008262,25.6
241,243,12-01-2020 01:00,01-11-2020 02:00,11-01-2020 11:51,21,512,9,48,F,3,Other Crime,4,Yes,06-04-2020 01:00,2020,Pune,FRAUD,7345848,30.1
242,244,13-01-2020 22:00,01-11-2020 03:00,11-01-2020 10:11,11,388,16,18,F,5,Violent Crime,19,Yes,21-08-2020 22:00,2020,Kalyan,SEXUAL ASSAULT,1770000,20.1
243,245,13-01-2020 00:00,01-11-2020 04:00,11-01-2020 14:49,18,423,15,58,F,2,Violent Crime,17,Yes,27-06-2020 00:00,2020,Nagpur,ROBBERY,3106340,33.9
244,246,11-01-2020 21:00,01-11-2020 05:00,11-01-2020 17:14,13,399,12,65,F,3,Other Crime,7,No,,2020,Kolkata,ILLEGAL POSSESSION,155707786,1.6
245,247,13-01-2020 11:00,01-11-2020 06:00,11-01-2020 08:58,18,432,7,38,F,0,Other Crime,6,Yes,24-03-2020 11:00,2020,Nagpur,EXTORTION,3106340,33.9
246,248,14-01-2020 03:00,01-11-2020 07:00,11-01-2020 20:32,1,262,11,77,F,1,Violent Crime,13,Yes,28-02-2020 03:00,2020,Ahmedabad,IDENTITY THEFT,8854444,20.5
247,249,13-01-2020 23:00,01-11-2020 08:00,12-01-2020 07:14,25,293,5,70,F,1,Violent Crime,8,Yes,26-03-2020 23:00,2020,Thane,DOMESTIC VIOLENCE,1261517,56.0
248,250,13-01-2020 22:00,01-11-2020 09:00,11-01-2020 21:57,18,164,7,11,F,4,Other Crime,17,Yes,23-01-2020 22:00,2020,Nagpur,EXTORTION,3106340,33.9
249,251,14-01-2020 07:00,01-11-2020 10:00,12-01-2020 02:39,5,342,8,45,F,4,Fire Accident,13,No,,2020,Delhi,FIREARM OFFENSE,33807403,16.0
250,252,13-01-2020 05:00,01-11-2020 11:00,11-01-2020 15:11,25,182,17,71,F,2,Other Crime,3,Yes,31-03-2020 05:00,2020,Thane,SHOPLIFTING,1261517,56.0
251,253,12-01-2020 03:00,01-11-2020 12:00,12-01-2020 01:17,8,362,18,11,M,4,Traffic Fatality,10,Yes,06-02-2020 03:00,2020,Hyderabad,TRAFFIC VIOLATION,11068877,26.0
252,254,12-01-2020 18:00,01-11-2020 13:00,11-01-2020 15:04,19,123,12,39,M,6,Other Crime,3,Yes,20-01-2020 18:00,2020,Nashik,ILLEGAL POSSESSION,2294299,16.0
253,255,14-01-2020 10:00,01-11-2020 14:00,11-01-2020 21:38,16,233,8,68,M,1,Fire Accident,18,No,,2020,Meerut,FIREARM OFFENSE,1835403,21.5
254,256,13-01-2020 17:00,01-11-2020 15:00,12-01-2020 06:45,13,581,14,76,M,1,Other Crime,9,Yes,20-01-2020 17:00,2020,Kolkata,PUBLIC INTOXICATION,155707786,1.6
255,257,12-01-2020 13:00,01-11-2020 16:00,12-01-2020 00:13,8,230,7,47,M,0,Other Crime,4,Yes,10-02-2020 13:00,2020,Hyderabad,EXTORTION,11068877,26.0
256,258,11-01-2020 19:00,01-11-2020 17:00,11-01-2020 17:21,1,402,11,22,F,4,Violent Crime,18,No,,2020,Ahmedabad,IDENTITY THEFT,8854444,20.5
257,259,12-01-2020 22:00,01-11-2020 18:00,11-01-2020 22:11,17,151,7,33,M,5,Other Crime,8,Yes,02-04-2020 22:00,2020,Mumbai,EXTORTION,21673149,20.4
258,260,13-01-2020 07:00,01-11-2020 19:00,12-01-2020 08:18,9,366,13,55,F,2,Other Crime,11,No,,2020,Indore,KIDNAPPING,3393380,20.6
259,261,12-01-2020 20:00,01-11-2020 20:00,12-01-2020 01:13,4,542,2,11,F,6,Other Crime,7,Yes,28-05-2020 20:00,2020,Chennai,BURGLARY,12053697,20.7
260,262,12-01-2020 22:00,01-11-2020 21:00,12-01-2020 07:49,7,145,3,49,M,0,Other Crime,13,Yes,06-02-2020 22:00,2020,Ghaziabad,COUNTERFEITING,1055190,66.7
261,263,12-01-2020 20:00,01-11-2020 22:00,12-01-2020 08:50,13,142,11,56,F,5,Violent Crime,12,No,,2020,Kolkata,IDENTITY THEFT,155707786,1.6
262,264,13-01-2020 22:00,01-11-2020 23:00,12-01-2020 22:04,12,261,16,69,F,3,Violent Crime,11,Yes,18-12-2020 22:00,2020,Kanpur,SEXUAL ASSAULT,3289142,33.8
263,265,12-01-2020 17:00,01-12-2020 00:00,12-01-2020 19:08,28,152,3,79,F,0,Other Crime,14,Yes,21-02-2020 17:00,2020,Visakhapatnam,COUNTERFEITING,2385110,30.5
264,266,12-01-2020 12:00,01-12-2020 01:00,12-01-2020 03:39,4,430,11,17,F,1,Violent Crime,19,No,,2020,Chennai,IDENTITY THEFT,12053697,20.7
265,267,13-01-2020 16:00,01-12-2020 02:00,12-01-2020 08:13,18,203,12,71,F,1,Other Crime,6,No,,2020,Nagpur,ILLEGAL POSSESSION,3106340,33.9
266,268,14-01-2020 10:00,01-12-2020 03:00,12-01-2020 23:31,12,508,13,16,F,3,Other Crime,8,Yes,24-01-2020 10:00,2020,Kanpur,KIDNAPPING,3289142,33.8
267,269,12-01-2020 14:00,01-12-2020 04:00,12-01-2020 08:35,24,590,15,71,M,4,Violent Crime,10,No,,2020,Surat,ROBBERY,8330528,13.3
268,270,15-01-2020 00:00,01-12-2020 05:00,12-01-2020 07:42,23,491,17,50,M,1,Other Crime,11,Yes,28-02-2020 00:00,2020,Srinagar,SHOPLIFTING,1737502,21.4
269,271,13-01-2020 08:00,01-12-2020 06:00,12-01-2020 08:31,9,586,6,38,M,0,Other Crime,8,No,,2020,Indore,DRUG OFFENSE,3393380,20.6
270,272,14-01-2020 20:00,01-12-2020 07:00,12-01-2020 23:49,8,292,14,39,F,3,Other Crime,3,Yes,06-02-2020 20:00,2020,Hyderabad,PUBLIC INTOXICATION,11068877,26.0
271,273,13-01-2020 00:00,01-12-2020 08:00,12-01-2020 11:51,5,584,11,36,M,4,Violent Crime,3,No,,2020,Delhi,IDENTITY THEFT,33807403,16.0
272,274,14-01-2020 04:00,01-12-2020 09:00,12-01-2020 14:37,2,515,20,56,F,6,Violent Crime,6,No,,2020,Bangalore,VEHICLE - STOLEN,14008262,25.6
273,275,14-01-2020 05:00,01-12-2020 10:00,13-01-2020 04:01,3,350,18,78,M,0,Traffic Fatality,16,No,,2020,Bhopal,TRAFFIC VIOLATION,2624865,26.3
274,276,14-01-2020 16:00,01-12-2020 11:00,13-01-2020 06:07,1,546,1,21,M,4,Violent Crime,1,No,,2020,Ahmedabad,ASSAULT,8854444,20.5
275,277,12-01-2020 23:00,01-12-2020 12:00,13-01-2020 10:15,9,115,1,10,F,5,Violent Crime,14,No,,2020,Indore,ASSAULT,3393380,20.6
276,278,15-01-2020 05:00,01-12-2020 13:00,12-01-2020 13:29,3,254,18,44,F,3,Traffic Fatality,7,No,,2020,Bhopal,TRAFFIC VIOLATION,2624865,26.3
277,279,14-01-2020 09:00,01-12-2020 14:00,13-01-2020 04:56,4,410,18,58,M,3,Traffic Fatality,8,Yes,30-01-2020 09:00,2020,Chennai,TRAFFIC VIOLATION,12053697,20.7
278,280,13-01-2020 05:00,01-12-2020 15:00,13-01-2020 04:19,15,217,13,45,F,0,Other Crime,18,Yes,07-04-2020 05:00,2020,Ludhiana,KIDNAPPING,1988438,38.3
279,281,15-01-2020 11:00,01-12-2020 16:00,13-01-2020 10:14,23,189,8,12,F,5,Fire Accident,3,No,,2020,Srinagar,FIREARM OFFENSE,1737502,21.4
280,282,13-01-2020 12:00,01-12-2020 17:00,13-01-2020 00:49,15,180,9,62,F,4,Other Crime,2,Yes,14-03-2020 12:00,2020,Ludhiana,FRAUD,1988438,38.3
281,283,13-01-2020 03:00,01-12-2020 18:00,13-01-2020 01:20,15,215,2,48,F,0,Other Crime,7,No,,2020,Ludhiana,BURGLARY,1988438,38.3
282,284,14-01-2020 19:00,01-12-2020 19:00,13-01-2020 03:34,17,481,0,55,F,6,Fire Accident,5,Yes,28-03-2020 19:00,2020,Mumbai,ARSON,21673149,20.4
283,285,14-01-2020 12:00,01-12-2020 20:00,13-01-2020 15:38,9,577,1,70,F,0,Violent Crime,6,No,,2020,Indore,ASSAULT,3393380,20.6
284,286,15-01-2020 04:00,01-12-2020 21:00,13-01-2020 05:53,17,212,17,38,M,4,Other Crime,11,Yes,25-03-2020 04:00,2020,Mumbai,SHOPLIFTING,21673149,20.4
285,287,13-01-2020 00:00,01-12-2020 22:00,13-01-2020 16:05,21,244,20,12,F,1,Violent Crime,3,Yes,01-02-2020 00:00,2020,Pune,VEHICLE - STOLEN,7345848,30.1
286,288,14-01-2020 15:00,01-12-2020 23:00,13-01-2020 01:39,2,363,11,30,F,2,Violent Crime,9,Yes,29-03-2020 15:00,2020,Bangalore,IDENTITY THEFT,14008262,25.6
287,289,14-01-2020 08:00,01-13-2020 00:00,13-01-2020 15:29,4,550,12,25,F,0,Other Crime,3,Yes,25-01-2020 08:00,2020,Chennai,ILLEGAL POSSESSION,12053697,20.7
288,290,15-01-2020 11:00,01-13-2020 01:00,13-01-2020 10:14,1,484,7,22,F,4,Other Crime,9,No,,2020,Ahmedabad,EXTORTION,8854444,20.5
289,291,13-01-2020 23:00,01-13-2020 02:00,13-01-2020 08:25,4,515,17,69,F,1,Other Crime,15,No,,2020,Chennai,SHOPLIFTING,12053697,20.7
290,292,15-01-2020 23:00,01-13-2020 03:00,13-01-2020 20:23,4,307,2,31,F,5,Other Crime,16,No,,2020,Chennai,BURGLARY,12053697,20.7
291,293,14-01-2020 22:00,01-13-2020 04:00,13-01-2020 11:50,25,289,2,59,M,5,Other Crime,9,No,,2020,Thane,BURGLARY,1261517,56.0
292,294,14-01-2020 17:00,01-13-2020 05:00,13-01-2020 10:55,4,562,1,51,F,0,Violent Crime,4,Yes,07-02-2020 17:00,2020,Chennai,ASSAULT,12053697,20.7
293,295,15-01-2020 15:00,01-13-2020 06:00,13-01-2020 11:43,2,568,5,48,M,5,Violent Crime,6,Yes,07-03-2020 15:00,2020,Bangalore,DOMESTIC VIOLENCE,14008262,25.6
294,296,13-01-2020 17:00,01-13-2020 07:00,13-01-2020 13:14,13,262,19,62,M,4,Other Crime,4,Yes,25-01-2020 17:00,2020,Kolkata,VANDALISM,155707786,1.6
295,297,13-01-2020 20:00,01-13-2020 08:00,13-01-2020 16:27,5,546,18,50,M,1,Traffic Fatality,5,No,,2020,Delhi,TRAFFIC VIOLATION,33807403,16.0
